1,2,3,4,target
-1.9883508687467673,-2.083099499466389,-1.0343200549313296,0.03823263062171842,-21.70695784966061
-0.2012065607848755,-0.39317156337575865,1.0439871441930662,1.216306900214963,40.18377206962744
-1.4953066157785402,-0.7310264949505836,-0.3955694845180128,-0.7445159596137844,-20.669214218250534
1.2993338148976943,-1.6482483977928781,-0.2464943475917074,0.9336812676028109,-33.43721673001696
0.813731075241224,0.3682409780724177,-1.4392835190346196,-0.1569947094040904,-31.036688063379273
-1.199163222881743,0.2435009678843929,-0.2486572226851146,0.041600553150809745,-5.660090326844226
-1.8436074540270289,-0.11424119436213132,0.7024800720014185,-0.27336117917836017,25.969291018570807
0.6062875943288178,-1.1094178193496107,-0.8768401817687788,-1.5980802327973807,-24.652236910825778
1.0122441154599726,0.8251458958595304,0.4799605856320012,1.2863070885331427,15.638568808778139
-0.8912261166391783,0.03343205648687162,2.7017659419805873,0.5616624973551084,75.02336292265745
-0.17236985742954852,-0.3317346686056034,-0.9504911114603917,0.5230418655251032,-37.665982742736794
-0.03562787775973593,-0.8221471634144351,-0.30936186486342265,0.7252618043166582,-9.802758333659922
-0.11087282261864842,-0.9362056481916611,-0.170627316330789,-0.2990117926914212,1.1217945714242372
1.824846945369654,0.9950694708783197,-0.7234854843985141,-1.0734699713804392,-17.11197495742138
0.34456506900930667,-1.4817318042739702,0.0021108890699418847,0.5653007698999933,-15.499061850649413
-0.42511507276195065,1.2395612830793388,0.058030253354051785,-0.48102590656150934,-11.321893341216532
-0.6074260738275024,0.7130488291557953,-1.4445297900327523,-1.2180297563835465,-42.896040077943624
-0.6925315100367678,-1.394601471912489,-0.4842056063057175,-0.15348875817816762,2.08349606418048
-0.4853948159113951,0.6582724545607209,-0.8340485469937388,-0.4938447932698771,-27.331200519668254
0.4692752157190045,0.3128951097467378,1.8776300869046516,1.6239653161756675,27.90582273782792
-1.3033610419259953,1.0799268630552294,-1.5130592005181525,0.4828259692465942,-57.52480574798038
-0.07082868008171486,-0.19878295669540305,-2.3462716516576307,-2.640096224632764,-73.27986507164583
0.90601110411293,-0.07169331406669409,0.5910638855191956,-0.758053699664293,10.851609850787336
1.2888872001856493,1.249823822641114,0.6781283006203216,-1.2076756436114098,49.315146048340495
0.13919899833964938,-0.12650543616705737,-0.38661794671814875,0.6426850968759169,-18.772459987361408
-1.7538509497546502,-1.2310217566030301,-0.7784550668280593,0.3626266478718601,-23.308687268949885
1.545993089196981,0.2446884896411207,0.14512242060779526,1.2124801704151067,12.415306091730722
-0.3029696741169995,-0.9974480632519878,-1.717528149543143,-0.12100160615621558,-45.921619997390756
